protein,TM_IF,TM_OF,max_tm,pc1,pc2,pc3,type
STP10,0.8844,0.9402,0.9402,12.167,0.867,0.423,Model
STP10,0.8877,0.9384,0.9384,11.297,1.397,-0.406,Model
STP10,0.8921,0.937,0.937,9.797,1.888,-0.16,Model
STP10,0.9554,0.8741,0.9554,-12.425,2.782,2.141,Model
STP10,0.9407,0.8932,0.9407,-5.507,3.454,3.142,Model
STP10,0.9401,0.8983,0.9401,-4.145,1.761,2.205,Model
STP10,0.9395,0.8983,0.9395,-4.866,0.001,2.36,Model
STP10,0.9466,0.8892,0.9466,-7.862,2.012,3.701,Model
STP10,0.9244,0.9121,0.9244,1.357,1.421,2.69,Model
STP10,0.9558,0.8784,0.9558,-11.371,2.224,1.342,Model
STP10,0.9408,0.8936,0.9408,-5.305,1.987,2.154,Model
STP10,0.9294,0.907,0.9294,-1.219,-0.572,2.79,Model
STP10,0.9413,0.895,0.9413,-4.99,1.768,2,Model
STP10,0.9236,0.9133,0.9236,1.929,1.72,2.365,Model
STP10,0.9451,0.8917,0.9451,-6.845,1.488,1.845,Model
STP10,0.9272,0.9089,0.9272,0.588,2.55,2.071,Model
STP10,0.9311,0.9028,0.9311,-1.6,2.019,3.804,Model
STP10,0.9333,0.9047,0.9333,-2.282,0.909,1.767,Model
STP10,0.9357,0.9008,0.9357,-2.868,1.5,1.633,Model
STP10,0.9372,0.9001,0.9372,-3.646,1.504,1.248,Model
STP10,0.9365,0.9013,0.9365,-2.913,2.238,1.769,Model
STP10,0.9177,0.92,0.92,3.042,-0.952,1.226,Model
STP10,0.9464,0.8874,0.9464,-6.971,3.221,2.215,Model
STP10,0.9361,0.9009,0.9361,-3.596,0.196,0.282,Model
STP10,0.9405,0.893,0.9405,-4.8,3.299,3.185,Model
STP10,0.9359,0.8994,0.9359,-2.822,2.853,2.695,Model
STP10,0.9382,0.8966,0.9382,-3.846,1.803,1.69,Model
STP10,0.9416,0.8959,0.9416,-5.257,1.703,0.791,Model
STP10,0.9497,0.8826,0.9497,-8.763,3.561,2.662,Model
STP10,0.938,0.8973,0.938,-3.717,2.49,2.54,Model
STP10,0.9476,0.8875,0.9476,-7.515,2.859,2.136,Model
STP10,0.9389,0.8958,0.9389,-4.637,3.006,2.611,Model
STP10,0.9448,0.8914,0.9448,-6.345,2.209,2.083,Model
STP10,0.9169,0.9196,0.9196,3.443,2.688,-0.479,Model
STP10,0.9187,0.9207,0.9207,2.998,0.879,-1.73,Model
STP10,0.8987,0.9342,0.9342,8.518,0.855,-0.529,Model
STP10,0.8984,0.9331,0.9331,8.636,1.449,-0.81,Model
STP10,0.8904,0.94,0.94,10.298,-0.924,-0.617,Model
STP10,0.9062,0.9303,0.9303,6.276,-0.139,-1.804,Model
STP10,0.9168,0.9219,0.9219,3.333,0.783,-2.566,Model
STP10,0.895,0.9362,0.9362,9.251,0.278,-0.184,Model
STP10,0.8953,0.9343,0.9343,9.569,1.75,0.197,Model
STP10,0.9048,0.9294,0.9294,6.888,1.341,-0.775,Model
STP10,0.9022,0.9321,0.9321,7.298,0.724,-0.764,Model
STP10,0.898,0.934,0.934,8.798,1.339,-0.05,Model
STP10,0.9012,0.9333,0.9333,7.968,0.221,-0.838,Model
STP10,0.9095,0.9266,0.9266,5.26,1.55,-1.281,Model
STP10,0.9106,0.9264,0.9264,4.997,1.433,-0.803,Model
STP10,0.9169,0.9196,0.9196,3.389,2.814,0.111,Model
STP10,0.8991,0.9339,0.9339,8.341,0.811,-0.756,Model
STP10,0.9127,0.9251,0.9251,4.466,0.569,-2.24,Model
STP10,0.9154,0.9225,0.9225,3.99,1.86,-1.275,Model
STP10,0.8986,0.9355,0.9355,8.658,-0.462,-1.322,Model
STP10,0.9477,0.891,0.9477,-7.982,0.489,1.566,Model
STP10,0.9352,0.9054,0.9352,-2.545,-0.291,1.558,Model
STP10,0.9444,0.8983,0.9444,-6.268,-1.893,-1.326,Model
STP10,0.948,0.8927,0.948,-7.766,-1.285,0.319,Model
STP10,0.9583,0.8798,0.9583,-12.247,0.035,-0.032,Model
STP10,0.9546,0.8853,0.9546,-10.267,0.14,-0.134,Model
STP10,0.959,0.8775,0.959,-12.621,0.887,0.53,Model
STP10,0.9512,0.8867,0.9512,-9.235,1.079,1.577,Model
STP10,0.9231,0.9185,0.9231,0.443,-3.829,1.527,Model
STP10,0.9606,0.8785,0.9606,-12.913,-0.396,-1.877,Model
STP10,0.9545,0.8825,0.9545,-9.979,1.865,0.508,Model
STP10,0.9362,0.9049,0.9362,-3.593,-1.563,2.074,Model
STP10,0.9528,0.8859,0.9528,-9.991,-1.768,-1.679,Model
STP10,0.958,0.8814,0.958,-11.767,-0.177,-0.665,Model
STP10,0.9508,0.8885,0.9508,-8.762,1.19,0.278,Model
STP10,0.9473,0.894,0.9473,-6.958,-0.688,0.024,Model
STP10,0.9514,0.8883,0.9514,-8.927,0.056,-0.022,Model
STP10,0.9494,0.8876,0.9494,-8.985,1.034,1.939,Model
STP10,0.9563,0.882,0.9563,-11.055,0.16,-0.33,Model
STP10,0.9539,0.8846,0.9539,-10.03,1.574,0.818,Model
STP10,0.9433,0.8966,0.9433,-5.771,0.13,-0.035,Model
STP10,0.9586,0.8799,0.9586,-12.5,0.16,-0.474,Model
STP10,0.9464,0.8942,0.9464,-6.814,-1.359,0.377,Model
STP10,0.951,0.8868,0.951,-8.959,0.93,1.309,Model
STP10,0.9565,0.8811,0.9565,-11.4,1.026,1.363,Model
STP10,0.9457,0.895,0.9457,-7.415,-1.966,1.052,Model
STP10,0.9479,0.8927,0.9479,-7.661,0.413,0.373,Model
STP10,0.9513,0.8888,0.9513,-8.957,-0.309,0.203,Model
STP10,0.9693,0.8643,0.9693,-17.756,-0.567,-1.953,Model
STP10,0.955,0.8852,0.955,-10.101,0.004,-0.86,Model
STP10,0.9167,0.9212,0.9212,3.29,0.899,-1.362,Model
STP10,0.9299,0.9111,0.9299,-0.736,1.072,-1.366,Model
STP10,0.9198,0.9199,0.9199,2.733,0.942,-1.494,Model
STP10,0.9112,0.9266,0.9266,4.919,0.606,-1.167,Model
STP10,0.9052,0.9329,0.9329,6.397,-1.424,-2.191,Model
STP10,0.9249,0.9167,0.9249,0.56,0.21,-2.752,Model
STP10,0.9222,0.9197,0.9222,1.506,0.187,-2.322,Model
STP10,0.9229,0.917,0.9229,1.037,0.242,-2.482,Model
STP10,0.9269,0.9142,0.9269,-0.059,0.275,-3.078,Model
STP10,0.9135,0.9242,0.9242,4.216,1.14,-1.136,Model
STP10,0.9143,0.9244,0.9244,3.853,0.162,-1.296,Model
STP10,0.9256,0.915,0.9256,0.284,0.715,-2.188,Model
STP10,0.9129,0.9267,0.9267,4.359,-0.016,-1.91,Model
STP10,0.9297,0.9127,0.9297,-0.996,-0.148,-3.3,Model
STP10,0.9088,0.9286,0.9286,5.561,-0.002,-1.228,Model
STP10,0.9218,0.9205,0.9218,1.789,-0.446,-2.308,Model
STP10,0.9162,0.9215,0.9215,3.552,1.198,-0.824,Model
STP10,0.9177,0.9219,0.9219,3.03,0.757,-2.12,Model
STP10,0.9255,0.9165,0.9255,0.748,0.586,-2.405,Model
STP10,0.9123,0.9254,0.9254,4.393,0.354,-1.899,Model
STP10,0.955,0.8868,0.955,-10.27,-0.835,-0.696,Model
STP10,0.94,0.903,0.94,-5.651,-5.283,-0.147,Model
STP10,0.9617,0.8761,0.9617,-13.58,-0.199,-0.563,Model
STP10,0.9523,0.8897,0.9523,-9.149,-1.165,-0.532,Model
STP10,0.9471,0.8967,0.9471,-7.503,-3.51,-0.633,Model
STP10,0.9468,0.8972,0.9468,-7.156,-1.939,0.3,Model
STP10,0.9652,0.8712,0.9652,-15.469,-1.615,-1.373,Model
STP10,0.9478,0.8946,0.9478,-7.566,-1.293,0.211,Model
STP10,0.9393,0.9025,0.9393,-4.766,-2.328,0.841,Model
STP10,0.9488,0.8947,0.9488,-7.815,-2.449,-0.257,Model
STP10,0.96,0.8797,0.96,-12.704,-1.25,-0.673,Model
STP10,0.9401,0.9042,0.9401,-5.279,-4.208,0.512,Model
STP10,0.9479,0.8959,0.9479,-8.137,-3.695,-0.516,Model
STP10,0.9491,0.8925,0.9491,-7.627,-0.225,0.654,Model
STP10,0.9507,0.8913,0.9507,-8.507,-1.136,0.661,Model
STP10,0.9542,0.8884,0.9542,-9.778,-1.694,-0.698,Model
STP10,0.95,0.895,0.95,-8.459,-3.53,-1.216,Model
STP10,0.9523,0.8878,0.9523,-9.343,0.07,-0.059,Model
STP10,0.9326,0.91,0.9326,-2.108,-2.192,-0.182,Model
STP10,0.9546,0.8863,0.9546,-10.719,-2.497,-0.21,Model
STP10,0.9515,0.8915,0.9515,-9.491,-2.866,-0.231,Model
STP10,0.9585,0.8814,0.9585,-11.866,-1.132,-1.065,Model
STP10,0.9518,0.889,0.9518,-9.932,-2.237,1.092,Model
STP10,0.9421,0.9007,0.9421,-6.031,-2.662,1.397,Model
STP10,0.9528,0.8892,0.9528,-9.271,-0.926,0.454,Model
STP10,0.9445,0.8993,0.9445,-6.544,-3.086,0.031,Model
STP10,0.9404,0.9017,0.9404,-7.125,-7.571,0.757,Model
STP10,0.9619,0.8774,0.9619,-13.417,-0.843,-1.325,Model
STP10,0.9505,0.8934,0.9505,-9.015,-3.442,-1.365,Model
STP10,0.9542,0.8854,0.9542,-11.122,-2.392,0.735,Model
STP10,0.904,0.9319,0.9319,6.921,-0.176,-1.419,Model
STP10,0.9079,0.9307,0.9307,5.334,-0.986,-1.993,Model
STP10,0.9038,0.9326,0.9326,6.877,-0.25,-0.741,Model
STP10,0.9048,0.9323,0.9323,6.484,-0.875,-1.442,Model
STP10,0.9094,0.9292,0.9292,5.09,-0.752,-1.994,Model
STP10,0.9006,0.9356,0.9356,7.473,-1.189,-1.364,Model
STP10,0.9094,0.9284,0.9284,5.324,0.115,-1.669,Model
STP10,0.9076,0.9298,0.9298,5.84,-0.204,-1.19,Model
STP10,0.9361,0.9051,0.9361,-3.115,1.269,-2.081,Model
STP10,0.9068,0.9298,0.9298,6.286,0.455,-0.693,Model
STP10,0.9134,0.9265,0.9265,4.116,-0.234,-1.841,Model
STP10,0.9028,0.9334,0.9334,7.243,-0.753,-1.569,Model
STP10,0.9097,0.9289,0.9289,5.178,-0.234,-1.832,Model
STP10,0.9032,0.9329,0.9329,6.909,-0.722,-0.66,Model
STP10,0.9096,0.929,0.929,5.245,-0.168,-1.397,Model
STP10,0.9121,0.9272,0.9272,4.524,-0.536,-1.852,Model
STP10,0.9065,0.9312,0.9312,6.234,-0.782,-1.526,Model
STP10,0.9027,0.9327,0.9327,7.282,0.123,-0.86,Model
STP10,0.9109,0.9279,0.9279,4.64,-0.367,-1.963,Model
STP10,0.8994,0.9353,0.9353,8.248,-0.315,-0.934,Model
STP10,0.9528,0.8877,0.9528,-10.494,-3.244,1.14,Model
STP10,0.9472,0.8964,0.9472,-8.049,-3.338,0.136,Model
STP10,0.9629,0.874,0.9629,-15.061,-2.933,-0.389,Model
STP10,0.9547,0.8853,0.9547,-10.605,-1.063,1.111,Model
STP10,0.9514,0.8917,0.9514,-9.539,-2.831,-0.69,Model
STP10,0.9462,0.897,0.9462,-7.794,-4.226,0.735,Model
STP10,0.9509,0.8914,0.9509,-8.423,-0.313,0.589,Model
STP10,0.9556,0.8864,0.9556,-10.455,-1.582,-0.803,Model
STP10,0.9551,0.8862,0.9551,-10.757,-1.46,-0.18,Model
STP10,0.9479,0.895,0.9479,-9.208,-6.301,-1.009,Model
STP10,0.9565,0.8827,0.9565,-11.628,-1.831,0.785,Model
STP10,0.9503,0.8922,0.9503,-8.604,-1.626,0.008,Model
STP10,0.9579,0.8824,0.9579,-11.552,-0.567,0.085,Model
STP10,0.9454,0.8979,0.9454,-7.164,-3.613,0.593,Model
STP10,0.9631,0.8736,0.9631,-14.989,-1.361,0.321,Model
STP10,0.9469,0.8953,0.9469,-7.468,-2.102,0.977,Model
STP10,0.9487,0.8946,0.9487,-7.82,-1.529,-0.257,Model
STP10,0.9545,0.8876,0.9545,-10.298,-2.489,-0.585,Model
STP10,0.9556,0.8857,0.9556,-11.436,-2.398,0.083,Model
STP10,0.9503,0.8929,0.9503,-8.828,-2.729,0.241,Model
STP10,0.9622,0.8764,0.9622,-14.454,-2.256,-0.732,Model
STP10,0.9556,0.8861,0.9556,-10.852,-2.024,-0.143,Model
STP10,0.952,0.889,0.952,-10.552,-4.259,0.872,Model
STP10,0.9503,0.8918,0.9503,-8.75,-1.872,0.749,Model
STP10,0.9485,0.8924,0.9485,-8.345,-1.648,1.194,Model
STP10,0.9394,0.9043,0.9394,-4.689,-3.009,1.016,Model
STP10,0.9619,0.8766,0.9619,-13.611,-0.52,-0.635,Model
STP10,0.958,0.882,0.958,-12.497,-2.347,-0.182,Model
STP10,0.9408,0.9025,0.9408,-4.777,-1.743,0.606,Model
STP10,0.9554,0.8865,0.9554,-10.637,-1.156,-0.576,Model
ZnT8,0.8635,0.8349,0.8635,-2.328,-7.281,0.449,Model
ZnT8,0.8679,0.8315,0.8679,-3.303,-5.892,-1.685,Model
ZnT8,0.861,0.839,0.861,-1.102,-4.744,-1.508,Model
ZnT8,0.8434,0.8478,0.8478,1.173,-7.268,0.9,Model
ZnT8,0.8755,0.8291,0.8755,-5.249,-5.051,-3.443,Model
ZnT8,0.8365,0.8654,0.8654,0.295,-2.559,-2.797,Model
ZnT8,0.8794,0.8212,0.8794,-5.582,-6.216,-2.669,Model
ZnT8,0.7795,0.8362,0.8362,6.033,-12.508,4.694,Model
ZnT8,0.8514,0.8363,0.8514,-1.466,-8.643,0.833,Model
ZnT8,0.8425,0.8493,0.8493,0.653,-8.018,1.44,Model
ZnT8,0.8858,0.809,0.8858,-8.197,-6.815,-3.612,Model
ZnT8,0.8315,0.8501,0.8501,1.098,-8.758,0.665,Model
ZnT8,0.7853,0.8375,0.8375,5.208,-11.447,4.231,Model
ZnT8,0.8783,0.8196,0.8783,-6.35,-6.24,-2.467,Model
ZnT8,0.8899,0.8034,0.8899,-9.887,-5.427,-4.835,Model
ZnT8,0.8763,0.8266,0.8763,-5.551,-8.208,-1.021,Model
ZnT8,0.8597,0.8302,0.8597,-3.21,-8.808,-0.504,Model
ZnT8,0.873,0.8323,0.873,-3.723,-7.747,-1.148,Model
ZnT8,0.8857,0.815,0.8857,-8.234,-3.612,-4.015,Model
ZnT8,0.7719,0.8904,0.8904,6.5,0.06,-4.289,Model
ZnT8,0.7874,0.8442,0.8442,5.494,-9.345,4.717,Model
ZnT8,0.8112,0.8451,0.8451,3.606,-6.89,5.268,Model
ZnT8,0.8336,0.8592,0.8592,3.789,-2.063,1.208,Model
ZnT8,0.8527,0.8399,0.8527,-1.411,-6.542,0.579,Model
ZnT8,0.8632,0.8428,0.8632,-1.288,-5.658,1.593,Model
ZnT8,0.8055,0.8357,0.8357,3.256,-10.952,5.723,Model
ZnT8,0.8351,0.8439,0.8439,1.472,-8.409,2.122,Model
ZnT8,0.8171,0.8427,0.8427,2.558,-9.483,3.843,Model
ZnT8,0.8071,0.8435,0.8435,3.627,-10.585,3.876,Model
ZnT8,0.8328,0.8331,0.8331,0.785,-9.109,4.383,Model
ZnT8,0.8535,0.8325,0.8535,-2.412,-8.828,2.259,Model
ZnT8,0.8495,0.8507,0.8507,-0.246,-6.134,1.213,Model
ZnT8,0.8475,0.8256,0.8475,-1.459,-9.318,4.468,Model
ZnT8,0.8261,0.8462,0.8462,3.361,-6.328,5.912,Model
ZnT8,0.9084,0.8122,0.9084,-11.152,-3.032,0.515,Model
ZnT8,0.8047,0.8641,0.8641,6.379,-6.411,4.216,Model
ZnT8,0.8167,0.8468,0.8468,2.816,-8.548,3.341,Model
ZnT8,0.8279,0.8399,0.8399,2.031,-8.379,3.919,Model
ZnT8,0.8024,0.843,0.843,4.405,-10.239,4.429,Model
ZnT8,0.8276,0.8459,0.8459,1.764,-8.437,4.529,Model
ZnT8,0.8487,0.845,0.8487,-0.814,-8.983,0.393,Model
ZnT8,0.82,0.8397,0.8397,2.55,-8.849,3.618,Model
ZnT8,0.8208,0.8335,0.8335,1.475,-10.274,4.072,Model
ZnT8,0.8616,0.8367,0.8616,-2.089,-7.373,-0.274,Model
ZnT8,0.87,0.8402,0.87,-2.681,-5.174,0.783,Model
ZnT8,0.8765,0.839,0.8765,-3.406,-4.262,1.472,Model
ZnT8,0.8391,0.8483,0.8483,0.851,-8.654,0.861,Model
ZnT8,0.8618,0.8345,0.8618,-2.302,-8.527,1.505,Model
ZnT8,0.8278,0.8485,0.8485,1.842,-7.644,1.811,Model
ZnT8,0.8581,0.8429,0.8581,-0.966,-3.066,-0.665,Model
ZnT8,0.8406,0.834,0.8406,-1.309,-8.788,1.357,Model
ZnT8,0.8593,0.8422,0.8593,-1.92,-5.427,-1.932,Model
ZnT8,0.802,0.8467,0.8467,3.333,-9.892,1.133,Model
ZnT8,0.8691,0.8417,0.8691,-2.195,-6.737,-0.401,Model
ZnT8,0.8481,0.8523,0.8523,0.181,-6.083,-0.811,Model
ZnT8,0.8209,0.841,0.841,1.565,-6.935,1.04,Model
ZnT8,0.8496,0.846,0.8496,-0.887,-4.823,-2.18,Model
ZnT8,0.8382,0.8598,0.8598,2.442,-5.891,-0.249,Model
ZnT8,0.8887,0.8167,0.8887,-7.358,-4.854,-2.49,Model
ZnT8,0.8676,0.8403,0.8676,-2.315,-3.046,-1.852,Model
ZnT8,0.8409,0.843,0.843,-1.56,-3.11,-5.589,Model
ZnT8,0.8487,0.851,0.851,0.197,-5.317,-0.755,Model
ZnT8,0.8305,0.8399,0.8399,0.369,-8.992,0.82,Model
ZnT8,0.8216,0.8591,0.8591,3.778,-8.609,2.577,Model
ZnT8,0.8162,0.851,0.851,2.88,-9.519,1.958,Model
ZnT8,0.8795,0.8166,0.8795,-7.045,-5.931,-1.201,Model
ZnT8,0.8478,0.8465,0.8478,0.166,-2.12,-2.393,Model
ZnT8,0.8724,0.8331,0.8724,-4.31,-2.812,-3.802,Model
ZnT8,0.8321,0.8497,0.8497,1.245,-7.623,-0.567,Model
ZnT8,0.8451,0.849,0.849,-0.481,-5.812,-0.336,Model
ZnT8,0.877,0.8269,0.877,-4.973,-5.232,1.02,Model
ZnT8,0.8332,0.8604,0.8604,3.709,-1.991,1.96,Model
ZnT8,0.8437,0.8375,0.8437,-0.1,-8.28,4.308,Model
ZnT8,0.8709,0.8372,0.8709,-3.179,-5.757,-0.434,Model
ZnT8,0.8728,0.8372,0.8728,-3.434,-3.457,-1.602,Model
ZnT8,0.8485,0.8455,0.8485,-0.528,-4.336,-0.351,Model
ZnT8,0.8669,0.8393,0.8669,-2.409,-4.269,-0.627,Model
ZnT8,0.8556,0.8492,0.8556,-1.361,-5.962,-0.556,Model
ZnT8,0.892,0.8279,0.892,-6.671,-3.864,-0.663,Model
ZnT8,0.8523,0.8436,0.8523,-0.741,-4.232,1.257,Model
ZnT8,0.8489,0.8547,0.8547,1.322,-4.827,1.04,Model
ZnT8,0.9172,0.7944,0.9172,-14.329,-0.677,0.213,Model
ZnT8,0.7857,0.859,0.859,7.161,-10.174,4.299,Model
ZnT8,0.8589,0.8517,0.8589,-1.531,-1.496,-3.169,Model
ZnT8,0.8164,0.8725,0.8725,6.157,-5.316,3.321,Model
ZnT8,0.926,0.7823,0.926,-19.114,1.005,1.237,Model
ZnT8,0.8677,0.8411,0.8677,-2.29,-6.241,1.673,Model
ZnT8,0.8743,0.8356,0.8743,-3.491,-3.408,-0.247,Model
ZnT8,0.8469,0.8512,0.8512,0.524,-3.649,0.266,Model
ZnT8,0.8483,0.8508,0.8508,0.387,-5.468,0.824,Model
ZnT8,0.8756,0.8369,0.8756,-3.633,-6.215,-0.145,Model
ZnT8,0.8675,0.8372,0.8675,-2.493,-4.614,0.54,Model
ZnT8,0.8477,0.8472,0.8477,0.038,-6.571,0.645,Model
ZnT8,0.8662,0.8379,0.8662,-2.903,-6.263,1.158,Model
ZnT8,0.8782,0.8376,0.8782,-3.99,-5.137,-0.724,Model
ZnT8,0.8598,0.8524,0.8598,-0.472,-3.806,-0.302,Model
ZnT8,0.857,0.8495,0.857,-0.192,-3.468,-0.565,Model
ZnT8,0.883,0.8288,0.883,-4.904,-1.625,0.127,Model
ZnT8,0.8676,0.8444,0.8676,-1.749,-4.722,-0.123,Model
ZnT8,0.8247,0.8532,0.8532,2.267,-8.324,1.582,Model
ZnT8,0.8586,0.8435,0.8586,-1.345,-3.495,-1.595,Model
ZnT8,0.8329,0.8569,0.8569,2.398,1.219,-2.262,Model
ZnT8,0.8394,0.8563,0.8563,2.039,-3,-1.165,Model
ZnT8,0.8476,0.8505,0.8505,-0.161,0.176,-2.667,Model
ZnT8,0.8283,0.8525,0.8525,2.559,3.045,-2.01,Model
ZnT8,0.8371,0.8469,0.8469,1.714,-0.036,-1.492,Model
ZnT8,0.835,0.8538,0.8538,2.614,0.145,-1.292,Model
ZnT8,0.8322,0.8529,0.8529,3.317,-0.903,0.417,Model
ZnT8,0.8495,0.8451,0.8495,-0.464,-0.847,-3.352,Model
ZnT8,0.8383,0.8518,0.8518,1.46,0.539,-2.776,Model
ZnT8,0.8331,0.868,0.868,2.425,-4.807,-2.258,Model
ZnT8,0.8369,0.8559,0.8559,1.173,1.113,-3.568,Model
ZnT8,0.8726,0.8335,0.8726,-4.157,-3.39,-3.155,Model
ZnT8,0.8424,0.8515,0.8515,0.249,-1.088,-3.5,Model
ZnT8,0.8438,0.8532,0.8532,0.39,-0.698,-3.337,Model
ZnT8,0.8172,0.8499,0.8499,5.092,1.911,0.44,Model
ZnT8,0.8532,0.8461,0.8532,-0.517,-0.913,-1.984,Model
ZnT8,0.8452,0.8506,0.8506,0.101,-2.025,-2.436,Model
ZnT8,0.8553,0.8454,0.8553,-0.966,-2.333,-2.09,Model
ZnT8,0.8579,0.8421,0.8579,-2.238,-0.697,-4.506,Model
ZnT8,0.9381,0.7471,0.9381,-30.898,8.013,8.733,Model
ZnT8,0.8509,0.8544,0.8544,0.167,-1.096,-0.591,Model
ZnT8,0.8597,0.8511,0.8597,-0.694,-3.048,0.541,Model
ZnT8,0.9015,0.8029,0.9015,-12.977,0.565,-0.36,Model
ZnT8,0.9394,0.7407,0.9394,-32.641,8.311,8.846,Model
ZnT8,0.8616,0.8423,0.8616,-1.031,-2.839,0.165,Model
ZnT8,0.935,0.7438,0.935,-31.377,7.749,6.858,Model
ZnT8,0.8519,0.8555,0.8555,0.145,-2.579,-1.532,Model
ZnT8,0.8293,0.8663,0.8663,4.925,-2.338,1.84,Model
ZnT8,0.8955,0.8164,0.8955,-9.417,-1.769,-0.397,Model
ZnT8,0.8361,0.8659,0.8659,3.615,-0.314,0.331,Model
ZnT8,0.863,0.8423,0.863,-1.114,-2.991,-0.014,Model
ZnT8,0.8523,0.8577,0.8577,1.102,-3.662,0.666,Model
ZnT8,0.854,0.8537,0.854,0.363,-1.473,-0.875,Model
ZnT8,0.8683,0.8363,0.8683,-3.984,-1.807,-1.416,Model
ZnT8,0.8467,0.8667,0.8667,1.911,-2.562,-0.638,Model
ZnT8,0.8548,0.855,0.855,0.142,-4.948,0.76,Model
ZnT8,0.8793,0.8314,0.8793,-5.249,-2.344,-1.669,Model
ZnT8,0.9246,0.7706,0.9246,-22.268,3.55,4.652,Model
ZnT8,0.9286,0.7658,0.9286,-25.303,5.621,6.795,Model
ZnT8,0.8846,0.8279,0.8846,-6.172,-2.416,-0.581,Model
ZnT8,0.8782,0.8315,0.8782,-5.06,-3.167,-2.11,Model
ZnT8,0.9152,0.7991,0.9152,-14.66,0.708,1.966,Model
ZnT8,0.8634,0.8409,0.8634,-1.434,-3.124,-0.15,Model
ZnT8,0.9168,0.7935,0.9168,-17.041,2.213,1.377,Model
ZnT8,0.9312,0.751,0.9312,-27.758,6.164,6.874,Model
ZnT8,0.8611,0.8421,0.8611,-1.293,-1.232,-0.309,Model
ZnT8,0.8883,0.8244,0.8883,-6.743,-3.574,-0.811,Model
ZnT8,0.8655,0.848,0.8655,-1.965,-1.696,-1.635,Model
ZnT8,0.8411,0.8564,0.8564,2.946,-1.479,1.857,Model
ZnT8,0.8197,0.866,0.866,4.628,3.882,-2.53,Model
ZnT8,0.8291,0.8561,0.8561,2.369,2.205,-3.102,Model
ZnT8,0.818,0.8555,0.8555,5.328,3.785,-0.597,Model
ZnT8,0.8262,0.8609,0.8609,2.445,2.479,-4.856,Model
ZnT8,0.8212,0.8568,0.8568,3.231,4.412,-3.006,Model
ZnT8,0.8431,0.8459,0.8459,0.019,1.179,-4.064,Model
ZnT8,0.8003,0.8421,0.8421,7.413,5.48,2.069,Model
ZnT8,0.8187,0.862,0.862,4.326,4.526,-3.041,Model
ZnT8,0.8245,0.8475,0.8475,3.462,2.692,-0.824,Model
ZnT8,0.8319,0.8525,0.8525,1.501,3.173,-3.684,Model
ZnT8,0.8337,0.8554,0.8554,1.672,2.463,-3.9,Model
ZnT8,0.8181,0.8662,0.8662,5.142,3.059,-1.539,Model
ZnT8,0.8247,0.8587,0.8587,3.368,3.642,-1.89,Model
ZnT8,0.8199,0.8753,0.8753,3.412,3.785,-5.446,Model
ZnT8,0.8231,0.8485,0.8485,2.898,3.443,-2.11,Model
ZnT8,0.8226,0.8585,0.8585,4.619,3.252,-1.144,Model
ZnT8,0.8086,0.862,0.862,6.083,4.926,-2.01,Model
ZnT8,0.8294,0.855,0.855,1.678,2.709,-4.671,Model
ZnT8,0.8132,0.85,0.85,5.476,5.056,-0.018,Model
ZnT8,0.8522,0.8442,0.8522,-0.853,0.375,-3.6,Model
ZnT8,0.8697,0.8339,0.8697,-4.61,-0.374,-2.417,Model
ZnT8,0.8211,0.8487,0.8487,5.118,2.513,2.754,Model
ZnT8,0.8164,0.8531,0.8531,5.675,2.751,2.138,Model
ZnT8,0.8443,0.851,0.851,1.11,1.243,-0.915,Model
ZnT8,0.853,0.848,0.853,-1.983,0.014,-3.54,Model
ZnT8,0.8369,0.8484,0.8484,1.957,1.38,0.041,Model
ZnT8,0.8426,0.8607,0.8607,0.037,0.964,-4.582,Model
ZnT8,0.8027,0.854,0.854,9.455,4.529,5.836,Model
ZnT8,0.8353,0.8529,0.8529,2.559,1.737,-0.314,Model
ZnT8,0.8265,0.8593,0.8593,4.229,2.099,0.424,Model
ZnT8,0.8016,0.8468,0.8468,8.31,5.761,4.824,Model
ZnT8,0.8529,0.8429,0.8529,-0.908,0.887,-1.682,Model
ZnT8,0.8356,0.8626,0.8626,2.139,1.498,-1.501,Model
ZnT8,0.8976,0.809,0.8976,-12.936,2.315,-0.127,Model
ZnT8,0.8558,0.8431,0.8558,-1.799,0.185,-2.112,Model
ZnT8,0.9255,0.7819,0.9255,-19.995,2.705,2.624,Model
ZnT8,0.8222,0.8632,0.8632,3.824,3.723,-2.091,Model
ZnT8,0.82,0.8546,0.8546,5.627,2.474,2.697,Model
ZnT8,0.8635,0.8362,0.8635,-2.789,0.153,-1.507,Model
ZnT8,0.8505,0.8524,0.8524,-2.032,0.953,-4.495,Model
ZnT8,0.8725,0.8291,0.8725,-6.111,-0.092,-2,Model
ZnT8,0.9272,0.7456,0.9272,-31.681,9.859,9.537,Model
ZnT8,0.8208,0.844,0.844,4.57,3.124,2.409,Model
ZnT8,0.8741,0.8315,0.8741,-6.943,0.647,-3.306,Model
ZnT8,0.8882,0.8198,0.8882,-8.714,-0.266,-2.271,Model
ZnT8,0.8764,0.8338,0.8764,-5.124,-1.292,-2.452,Model
ZnT8,0.9348,0.7358,0.9348,-33.105,9.335,9.218,Model
ZnT8,0.8855,0.8165,0.8855,-9.168,1.348,0.124,Model
ZnT8,0.8375,0.8502,0.8502,2.3,1.04,0.308,Model
ZnT8,0.9326,0.754,0.9326,-29.078,7.676,7.227,Model
